text,new_text,task_type,person,time
Создай задачу: Подготовить отчет о финансовом состоянии к 15:45 сегодня на Максима.,создавать задача :  подготовить отчет о финансовый состояние к 15 : 45 сегодня на максим,создавать задача,максим,"['15', '45', 'сегодня']"
Создай задачу: Проверить выполнение задачи по графику к 17:15 завтра на Валерию.,создавать задача :  проверять выполнение задача по график к 17 : 15 завтра на валерий,создавать задача,валерий,"['17', '15', 'завтра']"
Создай задачу: Провести презентацию нового продукта к 10:30 утра на Юлию.,создавать задача :  проводить презентация новый продукт к 10 : 30 утро на юлия,создавать задача,юлия,"['10', '30', 'утро']"
Создай задачу: Отправить уведомление о срочном совещании к 13:45 сегодня на Ирину.,создавать задача :  отправлять уведомление о срочный совещание к 13 : 45 сегодня на ирина,создавать задача,ирина,"['13', '45', 'сегодня']"
Создай задачу: Разработать план обучения персонала к 16:00 завтра на Софью.,создавать задача :  разрабатывать план обучение персонал к 16 : 00 завтра на софья,создавать задача,софья,"['16', '00', 'завтра']"
Создай задачу: Подготовить аналитический отчет по конкурентам к 9:45 утра на Артема.,создавать задача :  подготовить аналитический отчет по конкурент к 9 : 45 утро на артем,создавать задача,,"['9', '45', 'утро']"
Создай задачу: Организовать презентацию новой стратегии к 12:15 завтра на Веру.,создавать задача :  организовывать презентация новый стратегия к 12 : 15 завтра на вера,создавать задача,вера,"['12', '15', 'завтра']"
Создай задачу: Проверить исполнение контракта к 14:30 сегодня на Маргариту.,создавать задача :  проверять исполнение контракт к 14 : 30 сегодня на маргарита,создавать задача,маргарита,"['14', '30', 'сегодня']"
Создай задачу: Отправить уведомление о переносе совещания к 17:45 утра завтра на Глеба.,создавать задача :  отправлять уведомление о перенос совещание к 17 : 45 утро завтра на глеб,создавать задача,глеб,"['17', '45', 'утро', 'завтра']"
Создай задачу: Подготовить отчет о результатах исследования к 10:15 утра на Надежду.,создавать задача :  подготовить отчет о результат исследование к 10 : 15 утро на надежда,создавать задача,надежда,"['10', '15', 'утро']"
Создай задачу: Разработать план мероприятий к 13:30 сегодня на Антона.,создавать задача :  разрабатывать план мероприятие к 13 : 30 сегодня на антон,создавать задача,антон,"['13', '30', 'сегодня']"
Создай задачу: Провести обзор конкурентов к 16:45 завтра на Елену.,создавать задача :  проводить обзор конкурент к 16 : 45 завтра на елена,создавать задача,елена,"['16', '45', 'завтра']"
Создай задачу: Отправить приглашение на совещание к 9:00 утра на Павла.,создавать задача :  отправлять приглашение на совещание к 9 : 00 утро на павел,создавать задача,павел,"['9', '00', 'утро']"
Создай задачу: Подготовить письмо с благодарностью к 11:30 утра на Ольгу.,создавать задача :  подготовить письмо с благодарность к 11 : 30 утро на ольга,создавать задача,ольга,"['11', '30', 'утро']"
Создай задачу: Отправить уведомление о срочной встрече к 14:00 сегодня на Василия.,создавать задача :  отправлять уведомление о срочный встреча к 14 : 00 сегодня на василий,создавать задача,василий,"['14', '00', 'сегодня']"
Создай задачу: Разработать стратегию по снижению издержек к 17:15 завтра на Ирину.,создавать задача :  разрабатывать стратегия по снижение издержки к 17 : 15 завтра на ирина,создавать задача,ирина,"['17', '15', 'завтра']"
Создай задачу: Проверить выполнение плана работ к 10:45 утра на Станислава.,создавать задача :  проверять выполнение план работа к 10 : 45 утро на станислав,создавать задача,станислав,"['10', '45', 'утро']"
Создай задачу: Отправить запрос на информацию по проекту к 13:00 сегодня на Софию.,создавать задача :  отправлять запрос на информация по проект к 13 : 00 сегодня на софия,создавать задача,софия,"['13', '00', 'сегодня']"
Создай задачу: Подготовить промо-материалы к 15:30 сегодня на Григория.,создавать задача :  подготовить промой - материал к 15 : 30 сегодня на григорий,создавать задача,григорий,"['15', '30', 'сегодня']"
Создай задачу: Провести анализ эффективности рекламы к 16:45 утра завтра на Ангелину.,создавать задача :  проводить анализ эффективность реклама к 16 : 45 утро завтра на ангелина,создавать задача,ангелина,"['16', '45', 'утро', 'завтра']"
Создай задачу: Организовать собрание с партнерами к 11:15 утра на Игоря.,создавать задача :  организовывать собрание с партнер к 11 : 15 утро на игорь,создавать задача,игорь,"['11', '15', 'утро']"
Создай задачу: Подготовить материалы для пресс-релиза к 14:30 завтра на Валентина.,создавать задача :  подготовить материал для пресс-релиз к 14 : 30 завтра на валентина,создавать задача,валентина,"['14', '30', 'завтра']"
Создай задачу: Проверить правильность заполнения отчетных форм к 17:00 сегодня на Алису.,создавать задача :  проверять правильность заполнение отчетный форма к 17 : 00 сегодня на алиса,создавать задача,алиса,"['17', '00', 'сегодня']"
Создай задачу: Разработать план обучения сотрудников к 9:30 утра на Владимира.,создавать задача :  разрабатывать план обучение сотрудник к 9 : 30 утро на владимир,создавать задача,владимир,"['9', '30', 'утро']"
Создай задачу: Отправить уведомление о срочном совещании к 12:45 утра на Анну.,создавать задача :  отправлять уведомление о срочный совещание к 12 : 45 утро на анна,создавать задача,анна,"['12', '45', 'утро']"
Создай задачу: Подготовить презентацию нового продукта к 15:15 сегодня на Елену.,создавать задача :  подготовить презентация новый продукт к 15 : 15 сегодня на елена,создавать задача,елена,"['15', '15', 'сегодня']"
Создай задачу: Проверить исполнение контракта к 16:30 утра завтра на Веронику.,создавать задача :  проверять исполнение контракт к 16 : 30 утро завтра на вероника,создавать задача,вероника,"['16', '30', 'утро', 'завтра']"
Создай задачу: Отправить приглашение на вебинар к 10:00 утра на Ирину.,создавать задача :  отправлять приглашение на вебинар к 10 : 00 утро на ирина,создавать задача,ирина,"['10', '00', 'утро']"
Создай задачу: Разработать стратегию по улучшению клиентского сервиса к 13:30 сегодня на Полину.,создавать задача :  разрабатывать стратегия по улучшение клиентский сервис к 13 : 30 сегодня на полина,создавать задача,полина,"['13', '30', 'сегодня']"
Создай задачу: Провести аудит безопасности к 14:45 завтра на Виктора.,создавать задача :  проводить аудит безопасность к 14 : 45 завтра на виктор,создавать задача,виктор,"['14', '45', 'завтра']"
Создай задачу: Отправить запрос на информацию к 9:15 утра на Ивана.,создавать задача :  отправлять запрос на информация к 9 : 15 утро на иван,создавать задача,иван,"['9', '15', 'утро']"
Создай задачу: Подготовить отчет о результатах исследования рынка к 12:00 завтра на Михаила.,создавать задача :  подготовить отчет о результат исследование рынок к 12 : 00 завтра на михаил,создавать задача,михаил,"['12', '00', 'завтра']"
Создай задачу: Организовать встречу с клиентами к 15:45 сегодня на Сергея.,создавать задача :  организовывать встреча с клиент к 15 : 45 сегодня на сергей,создавать задача,сергей,"['15', '45', 'сегодня']"
Создай задачу: Проверить правильность документов к 17:15 утра завтра на Дмитрия.,создавать задача :  проверять правильность документ к 17 : 15 утро завтра на дмитрий,создавать задача,дмитрий,"['17', '15', 'утро', 'завтра']"
Создай задачу: Подготовить аналитический отчет по финансам к 9:45 утра на Анну.,создавать задача :  подготовить аналитический отчет по финансы к 9 : 45 утро на анна,создавать задача,анна,"['9', '45', 'утро']"
Создай задачу: Разработать план маркетинговых мероприятий к 13:15 сегодня на Артема.,создавать задача :  разрабатывать план маркетинговый мероприятие к 13 : 15 сегодня на артем,создавать задача,,"['13', '15', 'сегодня']"
Создай задачу: Провести тренинг по лидерству к 16:00 завтра на Евгению.,создавать задача :  проводить тренинг по лидерство к 16 : 00 завтра на евгений,создавать задача,евгений,"['16', '00', 'завтра']"
Создай задачу: Отправить уведомление о важной встрече к 10:30 утра на Софию.,создавать задача :  отправлять уведомление о важный встреча к 10 : 30 утро на софия,создавать задача,софия,"['10', '30', 'утро']"
Создай задачу: Подготовить отчет о выполненной работе к 13:00 сегодня на Дениса.,создавать задача :  подготовить отчет о выполнять работа к 13 : 00 сегодня на денис,создавать задача,денис,"['13', '00', 'сегодня']"
Создай задачу: Отправить уведомление о срочном совещании к 15:30 завтра на Веру.,создавать задача :  отправлять уведомление о срочный совещание к 15 : 30 завтра на вера,создавать задача,вера,"['15', '30', 'завтра']"
Создай задачу: Разработать план обучения персонала к 17:00 сегодня на Ирину.,создавать задача :  разрабатывать план обучение персонал к 17 : 00 сегодня на ирина,создавать задача,ирина,"['17', '00', 'сегодня']"
Создай задачу: Проверить выполнение задачи по графику к 9:15 утра на Марину.,создавать задача :  проверять выполнение задача по график к 9 : 15 утро на марина,создавать задача,марина,"['9', '15', 'утро']"
Создай задачу: Подготовить промо-ролик к 12:30 завтра на Надежду.,создавать задача :  подготовить промой - ролик к 12 : 30 завтра на надежда,создавать задача,надежда,"['12', '30', 'завтра']"
Создай задачу: Отправить уведомление о переносе совещания к 14:45 сегодня на Игоря.,создавать задача :  отправлять уведомление о перенос совещание к 14 : 45 сегодня на игорь,создавать задача,игорь,"['14', '45', 'сегодня']"
Создай задачу: Провести обзор конкурентов к 17:15 завтра на Глеба.,создавать задача :  проводить обзор конкурент к 17 : 15 завтра на глеб,создавать задача,глеб,"['17', '15', 'завтра']"
Создай задачу: Подготовить отчет о результатах исследования к 9:45 утра на Артема.,создавать задача :  подготовить отчет о результат исследование к 9 : 45 утро на артем,создавать задача,,"['9', '45', 'утро']"
Создай задачу: Разработать стратегию по снижению издержек к 12:15 завтра на Нину.,создавать задача :  разрабатывать стратегия по снижение издержки к 12 : 15 завтра на нина,создавать задача,нина,"['12', '15', 'завтра']"
Создай задачу: Провести анализ рынка к 16:00 завтра на Ивана.,создавать задача :  проводить анализ рынок к 16 : 00 завтра на иван,создавать задача,иван,"['16', '00', 'завтра']"
Создай задание: Разработать прототип интерфейса к 10:00 утра на Марию.,создавать задание :  разрабатывать прототип интерфейс к 10 : 00 утро на мария,создавать задание,мария,"['10', '00', 'утро']"
Создай задачу: Подготовить отчет по финансам к 18:00 сегодня на Анну.,создавать задача :  подготовить отчет по финансы к 18 : 00 сегодня на анна,создавать задача,анна,"['18', '00', 'сегодня']"
Назначь обязанность: Определить стратегию маркетинга к 14:30 завтра на Алексея.,назначать обязанность :  определять стратегия маркетинг к 14 : 30 завтра на алексей,назначать обязанность,алексей,"['14', '30', 'завтра']"
Поставь задачу: Провести собеседование с кандидатом к 12:00 на следующий день на Ксению.,поставлять задача :  проводить собеседование с кандидат к 12 : 00 на следующий день на ксения,поставлять задача,ксения,"['12', '00', 'день']"
Задай миссию: Подготовить презентацию к 16:00 сегодня на Сергея.,задавать миссия :  подготовить презентация к 16 : 00 сегодня на сергей,,сергей,"['16', '00', 'сегодня']"
Создай задачу: Исправить баг с отображением интерфейса до конца недели на Андрея.,создавать задача :  исправлять баг с отображение интерфейс до конец неделя на андрей,создавать задача,андрей,['неделя']
Добавь задачу: Разработать новый модуль до 20:00 завтра на Марину.,добавлять задача :  разрабатывать новый модуль до 20 : 00 завтра на марина,добавлять задача,марина,"['20', '00', 'завтра']"
Создай задачу: Провести тестирование функционала к 15:00 сегодня на Алексея.,создавать задача :  проводить тестирование функционал к 15 : 00 сегодня на алексей,создавать задача,алексей,"['15', '00', 'сегодня']"
Создай задание: Обновить документацию к 12:00 утра на Наталью.,создавать задание :  обновлять документация к 12 : 00 утро на наталья,создавать задание,наталья,"['12', '00', 'утро']"
Добавь задачу: Интегрировать новый API до 18:00 завтра на Ивана.,добавлять задача :  интегрировать новый api до 18 : 00 завтра на иван,добавлять задача,иван,"['18', '00', 'завтра']"
Создай задачу: Оптимизировать код до конца недели на Виктора.,создавать задача :  оптимизировать код до конец неделя на виктор,создавать задача,виктор,['неделя']
Создай задачу: Провести ревизию безопасности к 14:30 завтра на Анну.,создавать задача :  проводить ревизия безопасность к 14 : 30 завтра на анна,создавать задача,анна,"['14', '30', 'завтра']"
Добавь задачу: Подготовить отчет о выполнении задачи к 16:00 сегодня на Дениса.,добавлять задача :  подготовить отчет о выполнение задача к 16 : 00 сегодня на денис,добавлять задача,денис,"['16', '00', 'сегодня']"
Создай задачу: Решить проблему совместимости с новой версией браузера до 10:00 утра на Ксению.,создавать задача :  решать проблема совместимость с новый версия браузер до 10 : 00 утро на ксения,создавать задача,ксения,"['10', '00', 'утро']"
Создай задачу: Оценить объем работы по новому проекту к 9:00 утра на Сергея.,создавать задача :  оценивать объем работа по новый проект к 9 : 00 утро на сергей,создавать задача,сергей,"['9', '00', 'утро']"
Создай задачу: Улучшить алгоритм обработки данных до 18:00 сегодня на Алису.,создавать задача :  улучшать алгоритм обработка данные до 18 : 00 сегодня на алиса,создавать задача,алиса,"['18', '00', 'сегодня']"
Добавь задачу: Провести аудит кода к 12:00 завтра на Владимира.,добавлять задача :  проводить аудит код к 12 : 00 завтра на владимир,добавлять задача,владимир,"['12', '00', 'завтра']"
Создай задачу: Подготовить тестовые данные для нового функционала до конца недели на Маргариту.,создавать задача :  подготовить тестовый данные для новый функционал до конец неделя на маргарита,создавать задача,маргарита,['неделя']
Создай задачу: Разработать сценарии тестирования к 15:30 завтра на Павла.,создавать задача :  разрабатывать сценарий тестирование к 15 : 30 завтра на павел,создавать задача,павел,"['15', '30', 'завтра']"
Добавь задачу: Обновить библиотеки зависимостей до 17:00 сегодня на Ольгу.,добавлять задача :  обновлять библиотека зависимость до 17 : 00 сегодня на ольга,добавлять задача,ольга,"['17', '00', 'сегодня']"
Создай задачу: Исправить ошибку в логике приложения до 14:00 завтра на Артема.,создавать задача :  исправлять ошибка в логика приложение до 14 : 00 завтра на артем,создавать задача,,"['14', '00', 'завтра']"
Создай задачу: Подготовить демонстрацию нового функционала к 16:30 сегодня на Елену.,создавать задача :  подготовить демонстрация новый функционал к 16 : 30 сегодня на елена,создавать задача,елена,"['16', '30', 'сегодня']"
Добавь задачу: Провести тестирование производительности к 11:00 утра на Антона.,добавлять задача :  проводить тестирование производительность к 11 : 00 утро на антон,добавлять задача,антон,"['11', '00', 'утро']"
Создай задачу: Определить требования к новой функции до 19:00 завтра на Ирину.,создавать задача :  определять требование к новый функция до 19 : 00 завтра на ирина,создавать задача,ирина,"['19', '00', 'завтра']"
Создай задачу: Разработать план обучения новых сотрудников к 13:00 сегодня на Софию.,создавать задача :  разрабатывать план обучение новый сотрудник к 13 : 00 сегодня на софия,создавать задача,софия,"['13', '00', 'сегодня']"
Добавь задачу: Интегрировать систему отслеживания ошибок до 18:30 завтра на Валентина.,добавлять задача :  интегрировать система отслеживание ошибка до 18 : 30 завтра на валентина,добавлять задача,валентина,"['18', '30', 'завтра']"
Создай задачу: Провести обучение по новым стандартам кодирования к 10:30 утра на Людмилу.,создавать задача :  проводить обучение по новый стандарт кодирование к 10 : 30 утро на людмила,создавать задача,людмила,"['10', '30', 'утро']"
Создай задачу: Обновить дизайн интерфейса к 14:00 завтра на Анатолия.,создавать задача :  обновлять дизайн интерфейс к 14 : 00 завтра на анатолий,создавать задача,анатолий,"['14', '00', 'завтра']"
Добавь задачу: Исправить проблему с совместимостью разрешений экрана до 16:30 сегодня на Татьяну.,добавлять задача :  исправлять проблема с совместимость разрешение экран до 16 : 30 сегодня на татьяна,добавлять задача,татьяна,"['16', '30', 'сегодня']"
Создай задачу: Подготовить документацию по API к 12:30 завтра на Дмитрия.,создавать задача :  подготовить документация по api к 12 : 30 завтра на дмитрий,создавать задача,дмитрий,"['12', '30', 'завтра']"
Создай задачу: Провести ревью кода к 17:30 сегодня на Екатерину.,создавать задача :  проводить ревивать код к 17 : 30 сегодня на екатерина,создавать задача,екатерина,"['17', '30', 'сегодня']"
Добавь задачу: Интегрировать систему автоматизированного тестирования до 15:00 завтра на Анну.,добавлять задача :  интегрировать система автоматизированный тестирование до 15 : 00 завтра на анна,добавлять задача,анна,"['15', '00', 'завтра']"
Создай задачу: Провести анализ требований к новому проекту до 11:30 утра на Павла.,создавать задача :  проводить анализ требование к новый проект до 11 : 30 утро на павел,создавать задача,павел,"['11', '30', 'утро']"
Создай задачу: Разработать сценарии использования к 19:00 завтра на Маргариту.,создавать задача :  разрабатывать сценарий использование к 19 : 00 завтра на маргарита,создавать задача,маргарита,"['19', '00', 'завтра']"
Добавь задачу: Подготовить отчет по выполненным задачам к 13:30 сегодня на Ивана.,добавлять задача :  подготовить отчет по выполнять задача к 13 : 30 сегодня на иван,добавлять задача,иван,"['13', '30', 'сегодня']"
Создай задачу: Исправить ошибку в алгоритме сортировки до 16:00 завтра на Алису.,создавать задача :  исправлять ошибка в алгоритм сортировка до 16 : 00 завтра на алиса,создавать задача,алиса,"['16', '00', 'завтра']"
Создай задачу: Обновить документацию по процессу развертывания к 18:30 сегодня на Виктора.,создавать задача :  обновлять документация по процесс развертывание к 18 : 30 сегодня на виктор,создавать задача,виктор,"['18', '30', 'сегодня']"
Добавь задачу: Провести тестирование безопасности к 12:00 завтра на Ксению.,добавлять задача :  проводить тестирование безопасность к 12 : 00 завтра на ксения,добавлять задача,ксения,"['12', '00', 'завтра']"
Создай задачу: Улучшить интерфейс администратора до 14:30 утра на Андрея.,создавать задача :  улучшать интерфейс администратор до 14 : 30 утро на андрей,создавать задача,андрей,"['14', '30', 'утро']"
Создай задачу: Разработать макет пользовательского интерфейса к 17:00 сегодня на Анну.,создавать задача :  разрабатывать макет пользовательский интерфейс к 17 : 00 сегодня на анна,создавать задача,анна,"['17', '00', 'сегодня']"
Добавь задачу: Провести обучение по использованию нового функционала до 15:30 завтра на Алексея.,добавлять задача :  проводить обучение по использование новый функционал до 15 : 30 завтра на алексей,добавлять задача,алексей,"['15', '30', 'завтра']"
Создай задачу: Подготовить демо-версию продукта к 11:00 утра на Сергея.,создавать задача :  подготовить демо - версия продукт к 11 : 00 утро на сергей,создавать задача,сергей,"['11', '00', 'утро']"
Создай задачу: Обновить систему уведомлений до 16:30 сегодня на Марию.,создавать задача :  обновлять система уведомление до 16 : 30 сегодня на мария,создавать задача,мария,"['16', '30', 'сегодня']"
Добавь задачу: Исправить ошибку в логике бизнес-процесса до 14:00 завтра на Наталью.,добавлять задача :  исправлять ошибка в логика бизнес - процесс до 14 : 00 завтра на наталья,добавлять задача,наталья,"['14', '00', 'завтра']"
Создай задачу: Разработать техническую документацию к 18:00 сегодня на Анну.,создавать задача :  разрабатывать технический документация к 18 : 00 сегодня на анна,создавать задача,анна,"['18', '00', 'сегодня']"
Создай задачу: Провести аудит кода к 12:00 завтра на Ивана.,создавать задача :  проводить аудит код к 12 : 00 завтра на иван,создавать задача,иван,"['12', '00', 'завтра']"
Добавь задачу: Подготовить отчет о выполнении задачи к 16:00 сегодня на Анну.,добавлять задача :  подготовить отчет о выполнение задача к 16 : 00 сегодня на анна,добавлять задача,анна,"['16', '00', 'сегодня']"
Создай задачу: Исправить баг с отображением интерфейса до 20:00 завтра на Андрея.,создавать задача :  исправлять баг с отображение интерфейс до 20 : 00 завтра на андрей,создавать задача,андрей,"['20', '00', 'завтра']"
Создай задачу: Разработать новый модуль до 10:00 утра на Марину.,создавать задача :  разрабатывать новый модуль до 10 : 00 утро на марина,создавать задача,марина,"['10', '00', 'утро']"
Добавь задачу: Провести тестирование функционала к 15:00 сегодня на Алексея.,добавлять задача :  проводить тестирование функционал к 15 : 00 сегодня на алексей,добавлять задача,алексей,"['15', '00', 'сегодня']"
Создай задачу: Определить стратегию маркетинга к 14:30 завтра на Андрея.,создавать задача :  определять стратегия маркетинг к 14 : 30 завтра на андрей,создавать задача,андрей,"['14', '30', 'завтра']"
Создай задачу: Подготовить презентацию к 16:00 сегодня на Сергея.,создавать задача :  подготовить презентация к 16 : 00 сегодня на сергей,создавать задача,сергей,"['16', '00', 'сегодня']"
Добавь задачу: Провести ревизию безопасности к 12:00 утра на Софию.,добавлять задача :  проводить ревизия безопасность к 12 : 00 утро на софия,добавлять задача,софия,"['12', '00', 'утро']"
