text,new_text,task_type,person,time
Создай задачу : Разработать стратегию продвижения продукта к 16 : 45 утра завтра на Нину,создавать задача : разрабатывать стратегия продвижение продукт к 16 : 45 утро завтра на нина,"['создавать задача : разрабатывать стратегия продвижение продукт к 16 : 45 утро завтра на нина', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : разрабатывать стратегия продвижение продукт к 16 : 45 утро завтра на нина', {'entities': [(88, 92, 'person')]}]","['создавать задача : разрабатывать стратегия продвижение продукт к 16 : 45 утро завтра на нина', {'entities': [(65, 67, 'time'), (70, 72, 'time'), (73, 77, 'time'), (78, 84, 'time')]}]"
Создай задачу : Отправить уведомление о важной встрече к 11 : 30 утра на Полину,создавать задача : отправлять уведомление о важный встреча к 11 : 30 утро на полина,"['создавать задача : отправлять уведомление о важный встреча к 11 : 30 утро на полина', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : отправлять уведомление о важный встреча к 11 : 30 утро на полина', {'entities': [(77, 83, 'person')]}]","['создавать задача : отправлять уведомление о важный встреча к 11 : 30 утро на полина', {'entities': [(61, 63, 'time'), (66, 68, 'time'), (69, 73, 'time')]}]"
Создай задачу : Подготовить отчет о финансовом состоянии к 15 : 45 сегодня на Максима,создавать задача : подготовить отчет о финансовый состояние к 15 : 45 сегодня на максим,"['создавать задача : подготовить отчет о финансовый состояние к 15 : 45 сегодня на максим', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : подготовить отчет о финансовый состояние к 15 : 45 сегодня на максим', {'entities': [(81, 87, 'person')]}]","['создавать задача : подготовить отчет о финансовый состояние к 15 : 45 сегодня на максим', {'entities': [(62, 64, 'time'), (67, 69, 'time'), (70, 77, 'time')]}]"
Создай задачу : Проверить выполнение задачи по графику к 17 : 15 завтра на Валерию,создавать задача : проверять выполнение задача по график к 17 : 15 завтра на валерий,"['создавать задача : проверять выполнение задача по график к 17 : 15 завтра на валерий', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : проверять выполнение задача по график к 17 : 15 завтра на валерий', {'entities': [(77, 84, 'person')]}]","['создавать задача : проверять выполнение задача по график к 17 : 15 завтра на валерий', {'entities': [(59, 61, 'time'), (64, 66, 'time'), (67, 73, 'time')]}]"
Создай задачу : Провести презентацию нового продукта к 10 : 30 утра на Юлию,создавать задача : проводить презентация новый продукт к 10 : 30 утро на юлия,"['создавать задача : проводить презентация новый продукт к 10 : 30 утро на юлия', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : проводить презентация новый продукт к 10 : 30 утро на юлия', {'entities': [(73, 77, 'person')]}]","['создавать задача : проводить презентация новый продукт к 10 : 30 утро на юлия', {'entities': [(57, 59, 'time'), (62, 64, 'time'), (65, 69, 'time')]}]"
Создай задачу : Отправить уведомление о срочном совещании к 13 : 45 сегодня на Ирину,создавать задача : отправлять уведомление о срочный совещание к 13 : 45 сегодня на ирина,"['создавать задача : отправлять уведомление о срочный совещание к 13 : 45 сегодня на ирина', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : отправлять уведомление о срочный совещание к 13 : 45 сегодня на ирина', {'entities': [(83, 88, 'person')]}]","['создавать задача : отправлять уведомление о срочный совещание к 13 : 45 сегодня на ирина', {'entities': [(64, 66, 'time'), (69, 71, 'time'), (72, 79, 'time')]}]"
Создай задачу : Разработать план обучения персонала к 16 : 00 завтра на Софью,создавать задача : разрабатывать план обучение персонал к 16 : 00 завтра на софья,"['создавать задача : разрабатывать план обучение персонал к 16 : 00 завтра на софья', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : разрабатывать план обучение персонал к 16 : 00 завтра на софья', {'entities': [(76, 81, 'person')]}]","['создавать задача : разрабатывать план обучение персонал к 16 : 00 завтра на софья', {'entities': [(58, 60, 'time'), (63, 65, 'time'), (66, 72, 'time')]}]"
Создай задачу : Подготовить аналитический отчет по конкурентам к 9 : 45 утра на Артема,создавать задача : подготовить аналитический отчет по конкурент к 9 : 45 утро на артем,"['создавать задача : подготовить аналитический отчет по конкурент к 9 : 45 утро на артем', {'entities': [(0, 16, 'task_type')]}]",,"['создавать задача : подготовить аналитический отчет по конкурент к 9 : 45 утро на артем', {'entities': [(66, 67, 'time'), (70, 72, 'time'), (73, 77, 'time')]}]"
Создай задачу : Организовать презентацию новой стратегии к 12 : 15 завтра на Веру,создавать задача : организовывать презентация новый стратегия к 12 : 15 завтра на вера,"['создавать задача : организовывать презентация новый стратегия к 12 : 15 завтра на вера', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : организовывать презентация новый стратегия к 12 : 15 завтра на вера', {'entities': [(82, 86, 'person')]}]","['создавать задача : организовывать презентация новый стратегия к 12 : 15 завтра на вера', {'entities': [(64, 66, 'time'), (69, 71, 'time'), (72, 78, 'time')]}]"
Создай задачу : Проверить исполнение контракта к 14 : 30 сегодня на Маргариту,создавать задача : проверять исполнение контракт к 14 : 30 сегодня на маргарита,"['создавать задача : проверять исполнение контракт к 14 : 30 сегодня на маргарита', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : проверять исполнение контракт к 14 : 30 сегодня на маргарита', {'entities': [(70, 79, 'person')]}]","['создавать задача : проверять исполнение контракт к 14 : 30 сегодня на маргарита', {'entities': [(51, 53, 'time'), (56, 58, 'time'), (59, 66, 'time')]}]"
Создай задачу : Отправить уведомление о переносе совещания к 17 : 45 утра завтра на Глеба,создавать задача : отправлять уведомление о перенос совещание к 17 : 45 утро завтра на глеб,"['создавать задача : отправлять уведомление о перенос совещание к 17 : 45 утро завтра на глеб', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : отправлять уведомление о перенос совещание к 17 : 45 утро завтра на глеб', {'entities': [(87, 91, 'person')]}]","['создавать задача : отправлять уведомление о перенос совещание к 17 : 45 утро завтра на глеб', {'entities': [(64, 66, 'time'), (69, 71, 'time'), (72, 76, 'time'), (77, 83, 'time')]}]"
